Object Number,Object ID,Department,AccessionYear,Object Name,Culture,Artist Display Name,Artist Nationality,Object Begin Date,Object End Date,Credit Line,Country,Classification
20.148.903,71887,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.906,71890,Asian Art,1920.0,Piece,China or Japan,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.921,71905,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.923,71907,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.924,71908,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.944,71928,Asian Art,1920.0,Piece,China or Japan,,,1600,1699,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.946,71930,Asian Art,1920.0,Piece,China or Japan,,,1600,1699,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.963,71947,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.964,71948,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.972,71956,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.974,71958,Asian Art,1920.0,Piece,China,,,1600,1699,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.983,71966,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.984,71967,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.988,71971,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1003,71986,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1017,72000,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1018,72001,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1022,72005,Asian Art,1920.0,Piece,China,,,1600,1699,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1041,72024,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1058,72041,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1059,72042,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1060,72043,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1061,72044,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1062,72045,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1063,72046,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1064,72047,Asian Art,1920.0,Piece,China or Japan,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1065,72048,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1066,72051,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1067,72052,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1068,72053,Asian Art,1920.0,Piece,China or Japan,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1069,72054,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1070,72055,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1073,72058,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1076,72061,Asian Art,1920.0,Piece,China,,,1700,1799,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1077,72062,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1078,72063,Asian Art,1920.0,Piece,China,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1085,72070,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1087,72072,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1097,72082,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1100,72085,Asian Art,1920.0,Piece,China or Japan,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1116,72101,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1117,72102,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1118,72103,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1119,72104,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1120,72105,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1121,72106,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1122,72107,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1123,72108,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1139,72124,Asian Art,1920.0,Piece,China or Japan,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1155,72140,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1156,72141,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1161,72147,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1169,72155,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1170,72156,Asian Art,1920.0,Piece,China or Japan,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1177,72163,Asian Art,1920.0,Piece,China,,,1600,1699,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1179,72165,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1182,72168,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1211,72197,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1219,72205,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1220,72206,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1221,72207,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1222,72208,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1223,72209,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1224,72210,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1225,72211,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1227,72213,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1228,72214,Asian Art,1920.0,Piece,China or Japan,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1229,72215,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1230,72216,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1231,72217,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1232,72218,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1233,72219,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1234,72220,Asian Art,1920.0,Piece,China or Japan,,,1800,1899,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1235,72221,Asian Art,1920.0,Piece,China or Japan,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1239,72225,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
20.148.1240,72226,Asian Art,1920.0,Piece,China,,,0,0,"Gift of Kihei Hattori, in memory of his father, Kihei Hattori, 1920",,Textiles-Woven
46.186.75,72245,Asian Art,1946.0,Sutra Cover,China,,,1600,1699,"Rogers Fund, 1946",,Textiles-Woven
46.186.85,72246,Asian Art,1946.0,Sutra Cover,China,,,1700,1799,"Rogers Fund, 1946",,Textiles-Woven
46.186.86,72247,Asian Art,1946.0,Sutra Cover,China,,,1600,1699,"Rogers Fund, 1946",,Textiles-Woven
69.242.1–.6,72262,Asian Art,1969.0,Album,China,Sheng Maoye,,1634,1666,"The Sackler Fund, 1969",,Paintings
69.242.8–.15,72263,Asian Art,1969.0,Album,China,Fan Qi,Chinese,1646,1646,"The Sackler Fund, 1969",,Paintings
2004.5,72269,Asian Art,2004.0,Fly whisk,China,,,1400,1499,"Purchase, The Vincent Astor Foundation Gift, 2004",,Ivories
"18.43.10, 11",72270,Asian Art,1918.0,Belt buckle,China,,,-299,-100,"Rogers Fund, 1918",,Metalwork
"24.174.6, .7",72271,Asian Art,1924.0,Belt plaques,China,Unidentified Artist,,1,100,"Fletcher Fund, 1924",,Metalwork
2003.432,72272,Asian Art,2003.0,Wine vessel,China,,,-1550,-1350,"Purchase, Bequest of Dorothy Graham Bennett, 2003",,Metalwork
2003.395,72273,Asian Art,2003.0,Brush holder,China,,,1767,1899,"Gift of Thelma Simon, in memory of her husband, Lester Simon, 2003",,Woodwork
2003.522.1,72296,Asian Art,2003.0,Weight,China,,,-206,220,"Purchase, Bequest of Dorothy Graham Bennett, 2003",,Metalwork
2003.522.2,72297,Asian Art,2003.0,Weight,China,,,-206,220,"Purchase, Bequest of Dorothy Graham Bennett, 2003",,Metalwork
2003.522.3,72298,Asian Art,2003.0,Weight,China,,,-206,220,"Purchase, Bequest of Dorothy Graham Bennett, 2003",,Metalwork
2003.522.4,72299,Asian Art,2003.0,Weight,China,,,-206,220,"Purchase, Bequest of Dorothy Graham Bennett, 2003",,Metalwork
2003.417,72326,Asian Art,2003.0,Handscroll,China,Unidentified Artist,,1767,1833,"Purchase, Friends of Asian Art Gifts, 2003",,Paintings
2004.43,72357,Asian Art,2004.0,Pedestal,China,,,1500,1599,"Purchase, Friends of Asian Art Gifts, 2004",,Lacquer
2004.277,72375,Asian Art,2004.0,Plaque,China,,,-199,-1,"Gift of Eugene V. Thaw, 2004",,Metalwork
2004.52,72376,Asian Art,2004.0,Ritual object,China,,,-2450,-2350,"Purchase, Sir Joseph Hotung Gift, 2004",,Jade
2004.163,72420,Asian Art,2004.0,Jug,China,,,1400,1499,"Purchase, Rogers Fund, Denise and Andrew Saul Gift, and The Vincent Astor Foundation Gift, 2004",,Ceramics
20.38.16,72428,Asian Art,1920.0,Box of remnants,China,,,618,907,"Rogers Fund, 1920",,Jewelry
CP169,72429,Asian Art,1924.0,Print,China,,,1736,1795,"Rogers Fund, 1924",,Prints
"2004.558a, b",72437,Asian Art,2004.0,Snuff Bottle,China,,,1736,1795,"Gift of Joan A. Schorsch, 2004",,Snuff Bottles
2004.419,72438,Asian Art,2004.0,Plaque,North China,,,-299,-200,"Gift of Eugene V. Thaw, 2004",,Metalwork
"2004.191a, b",72497,Asian Art,2004.0,Blinds,China,,,1700,1799,"Purchase, The Vincent Astor Foundation Gift, 2004",,Bamboo
2004.131,72519,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.132,72520,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.133,72521,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.134,72522,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.135,72523,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.136,72524,Asian Art,2004.0,Plaque,China,,,-1200,-1000,"Purchase, Friends of Asian Art Gifts, 2004",,Jade
2004.322,72544,Asian Art,2004.0,Comb,China,,,25,220,"Purchase, The Rosenkranz Foundation and Shelby White Gifts, 2004",,Jade
2004.202,72574,Asian Art,2004.0,Toggle,China,,,900,1099,"Purchase, Jack Jacoby Gift, 2004",,Hardstone
2004.26,72582,Asian Art,2004.0,Panel,"Iran, Afghanistan or China (Xinjiang Autonomous Region)",,,600,699,"Purchase, Sir Joseph Hotung Gift, 2004",,Textiles-Embroidered
2001.258.2,72591,Asian Art,2001.0,Piece,China,,,200,499,"Purchase, Barbara and William Karatz, Mr. and Mrs. Andrew Saul, and David Drabkin Gifts, and funds from various donors, 2001",,Textiles-Woven
2005.304.1,72599,Asian Art,2005.0,Rod,China,,,907,1125,"Gift of James Freeman, 2005",,Metalwork
2005.11,72601,Asian Art,2005.0,Inkstone,China,,,960,1279,"Purchase, The B. D. G. Leviton Foundation Gift, in honor of Marie-Hélène and Guy Weill, 2004",,Inkstone
2005.304.2,72604,Asian Art,2005.0,Rod,China,,,907,1125,"Gift of James Freeman, 2005",,Metalwork
17.170.1,72606,Asian Art,1917.0,Album leaf,China,Unidentified Artist,,960,1055,"Rogers Fund, 1917",,Paintings
2005.25,72630,Asian Art,2005.0,Figurine,China,,,1200,1299,"Purchase, Friends of Asian Art Gifts, 2005",,Sculpture
2004.563.28,72639,Asian Art,2004.0,Hanging scroll,China,,,0,0,"Gift of Katherine and George Fan, 2004",,Paintings
2004.566.1,72665,Asian Art,2004.0,Figure,China (Dian culture),,,-200,-1,"Purchase, Bequest of Dorothy Graham Bennett, 2004",,Sculpture
2004.566.2,72666,Asian Art,2004.0,Figure,China (Dian culture),,,-200,-1,"Purchase, Bequest of Dorothy Graham Bennett, 2004",,Sculpture
1993.477.1.2,72671,Asian Art,1993.0,Ladle,"Eastern Tibet, Derge, for China",,,1403,1424,"Gift of Florence and Herbert Irving, 1993",,Metalwork
2005.134,72707,Asian Art,2005.0,Textile fragment,"Iran, Afghanistan or China (Xinjiang Autonomous Region)",,,400,799,"Purchase, Friends of Asian Art Gifts, 2005",,Textiles-Woven
2004.557.1,72710,Asian Art,2004.0,Hanging scroll,China,Monk Jie,Chinese,1599,1599,"Gift of Mark Shrum Pratt, 2004",,Paintings
2004.557.2a–d,72711,Asian Art,2004.0,Album leaves,China,Tang Yifen,Chinese,1840,1840,"Gift of Mark Shrum Pratt, 2004",,Paintings
2004.557.3a–d,72712,Asian Art,2004.0,Hanging scrolls,China,Hu Yuan,Chinese,1875,1875,"Gift of Mark Shrum Pratt, 2004",,Paintings
2004.557.4,72713,Asian Art,2004.0,Album leaf,China,Wu Guanzhong,Chinese,1919,1999,"Gift of Mark Shrum Pratt, 2004",,Paintings
2005.87,72725,Asian Art,2005.0,Figurine,China,,,1200,1299,"Purchase, Friends of Asian Art Gifts, 2005",,Jade
79.2.191,72727,Asian Art,1879.0,Brush holder,China,,,1700,1799,"Purchase by subscription, 1879",,Ceramics
2005.139,72728,Asian Art,2005.0,Bowl,China,,,1000,1199,"Purchase, Friends of Asian Art Gifts, 2005",,Ceramics
2005.257,72729,Asian Art,2005.0,Dish,China,,,1567,1599,"Purchase, Sir Joseph Hotung Gift, 2005",,Ceramics
"2005.140a, b",72740,Asian Art,2005.0,Box,China,,,1200,1299,"Purchase, Barbara and Sorrell Mathes Gift, 2005",,Lacquer
2005.125,72743,Asian Art,2005.0,Mirror,China,,,-206,-100,"Purchase, Friends of Asian Art Gifts, 2005",,Mirrors
2005.275,72757,Asian Art,2005.0,Tray,China,,,1500,1599,"Purchase, The Vincent Astor Foundation Gift, 2005",,Lacquer
"2005.276a, b",72758,Asian Art,2005.0,Box,China,,,1200,1299,"Purchase, The Vincent Astor Foundation Gift, 2005",,Lacquer
2005.277,72769,Asian Art,2005.0,Handscroll,China,Unidentified Artist,,1271,1352,"Purchase, W. M. Keck Foundation Gift and other gifts, in memory of Douglas Dillon, 2005",,Paintings
"2005.509.9a, b",72772,Asian Art,2005.0,Hanging scrolls,China,Yang Tianji,Chinese,1917,1917,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.5,72773,Asian Art,2005.0,Hanging scroll,China,Tang Di,Chinese,1930,1930,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.12,72774,Asian Art,2005.0,Handscroll,China,Xu Beihong,Chinese,1938,1948,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.13,72775,Asian Art,2005.0,Hanging scroll,China,Xu Beihong,Chinese,1942,1942,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.14,72776,Asian Art,2005.0,Hanging scroll,China,Xu Beihong,Chinese,1942,1942,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.16,72777,Asian Art,2005.0,Album leaf,China,Xu Beihong,Chinese,1942,1942,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.15,72778,Asian Art,2005.0,Hanging scroll,China,Xu Beihong,Chinese,1942,1942,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.2,72779,Asian Art,2005.0,Hanging scroll,China,Qi Baishi,Chinese,1950,1950,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.3,72780,Asian Art,2005.0,Hanging scroll,China,Qi Baishi,Chinese,1950,1950,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.1,72781,Asian Art,2005.0,Hanging scroll,China,Qi Baishi,Chinese,1950,1950,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.20,72782,Asian Art,2005.0,Hanging scroll,China,Pu Ru,Chinese,1947,1953,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.6,72783,Asian Art,2005.0,Hanging scroll,China,Yu Youren,Chinese,1958,1958,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.7,72784,Asian Art,2005.0,Handscroll,China,Yu Youren,Chinese,1959,1959,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.8,72785,Asian Art,2005.0,Hanging scroll,China,Yu Youren,Chinese,1879,1964,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.10,72786,Asian Art,2005.0,Hanging scroll,China,Shen Yinmo,Chinese,1883,1971,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.34,72787,Asian Art,2005.0,Hanging scroll,China,Guo Weiqu,Chinese,1908,1971,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.17,72788,Asian Art,2005.0,Album leaf,China,Lin Yutang,Chinese,1958,1958,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.18,72789,Asian Art,2005.0,Album leaf,China,Lin Yutang,Chinese,1968,1968,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.19,72790,Asian Art,2005.0,Album leaf,China,Lin Yutang,Chinese,1971,1972,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.11,72791,Asian Art,2005.0,Hanging scroll,China,Wang Yunwu,Chinese,1964,1964,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.22,72792,Asian Art,2005.0,Hanging scroll,China,Zhang Daqian,,1965,1965,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.21,72793,Asian Art,2005.0,Hanging scroll,China,Zhang Daqian,,1965,1965,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.23,72794,Asian Art,2005.0,Hanging scroll,China,Zhang Daqian,,1965,1965,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.24,72795,Asian Art,2005.0,Hanging scroll,China,Zhang Daqian,,1960,1970,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.25,72796,Asian Art,2005.0,Hanging scroll,China,Zhang Daqian,,1965,1965,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.27,72797,Asian Art,2005.0,Hanging scroll,China,Feng Kanghou,Chinese,1972,1972,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
"2005.509.26a, b",72798,Asian Art,2005.0,Hanging scrolls,China,Feng Kanghou,Chinese,1972,1972,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
"2005.509.28a, b",72799,Asian Art,2005.0,Hanging scrolls,China,Feng Kanghou,Chinese,1974,1974,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.29,72800,Asian Art,2005.0,Album leaf,China,Feng Kanghou,Chinese,1975,1975,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Calligraphy
2005.509.30,72801,Asian Art,2005.0,Album leaf,China,Wang Xuetao,Chinese,1903,1982,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Paintings
2005.509.31,72802,Asian Art,2005.0,Print,China,Zhao Shao'ang,Chinese,1947,1957,"The Lin Yutang Family Collection, Gift of Richard M. Lai, Jill Lai Miller, and Larry C. Lai, in memory of Taiyi Lin Lai, 2005",,Prints
